timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1636008611297,656,3 login,200,OK,Thread Group 1-1,text,true,,848,599,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,651,0,309
1636008611955,342,4 login,200,OK,Thread Group 1-1,text,true,,1749,507,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,336,0,0
1636008612298,518,5 login,200,OK,Thread Group 1-1,text,true,,1158,502,5,5,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,518,0,0
1636008609873,948,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2779,771,5,5,null,0,3012,0
1636008612883,623,1 launch_application,200,OK,Thread Group 1-4,text,true,,1026,365,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,612,0,288
1636008613508,325,2 launch_application,200,OK,Thread Group 1-4,text,true,,1753,406,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,320,0,0
1636008609941,1307,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,3751,1603,5,5,null,0,3003,0
1636008612943,636,3 login,200,OK,Thread Group 1-2,text,true,,844,602,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,630,0,295
1636008613580,337,4 login,200,OK,Thread Group 1-2,text,true,,1749,503,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,325,0,0
1636008613916,334,5 login,200,OK,Thread Group 1-2,text,true,,1158,498,5,5,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,328,0,0
1636008611888,683,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-3,,false,,693,602,5,5,null,0,3008,0
1636008614893,683,3 login,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /User password was correct /,693,602,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,652,0,301
1636008611864,1054,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2783,771,5,5,null,0,3016,0
1636008614878,698,1 launch_application,200,OK,Thread Group 1-5,text,true,,1026,365,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,690,0,298
1636008615577,356,2 launch_application,200,OK,Thread Group 1-5,text,true,,1757,406,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,347,0,0
1636008612817,1360,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-1,,true,,7113,1570,5,5,null,0,3007,0
1636008615820,651,6 click_flights,200,OK,Thread Group 1-1,text,true,,844,521,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,646,0,309
1636008616472,350,7 click_flights,200,OK,Thread Group 1-1,text,true,,1749,524,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,345,0,0
1636008616823,359,8 click_flights,200,OK,Thread Group 1-1,text,true,,4520,525,5,5,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,354,0,0
1636008613834,682,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-4,,false,,693,598,5,5,null,0,3007,0
1636008616839,682,3 login,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /User password was correct /,693,598,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,682,0,322
1636008614251,1362,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,7113,1558,5,5,null,0,3006,0
1636008617256,634,6 click_flights,200,OK,Thread Group 1-2,text,true,,844,517,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,634,0,294
1636008617890,376,7 click_flights,200,OK,Thread Group 1-2,text,true,,1749,520,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,371,0,0
1636008618267,352,8 click_flights,200,OK,Thread Group 1-2,text,true,,4520,521,5,5,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,352,0,0
1636008615579,1027,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,2779,799,5,5,null,0,3019,0
1636008618598,643,1 launch_application,200,OK,Thread Group 1-3,text,true,,1026,393,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,643,0,291
1636008615934,678,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-5,,false,,693,602,5,5,null,0,3013,0
1636008619241,384,2 launch_application,200,OK,Thread Group 1-3,text,true,,1753,406,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,373,0,0
1636008618947,678,3 login,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /User password was correct /,693,602,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,637,0,293
1636008617183,1030,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2783,925,5,5,null,0,3004,0
1636008620186,679,11 logout,200,OK,Thread Group 1-1,text,true,,1026,522,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,673,0,331
1636008620866,351,12 logout,200,OK,Thread Group 1-1,text,true,,1757,403,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,339,0,0
1636008621222,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,547,0,5,5,null,0,0,0
1636008617523,1037,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2783,799,5,5,null,0,3007,0
1636008620530,693,1 launch_application,200,OK,Thread Group 1-4,text,true,,1026,393,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,644,0,298
1636008621223,344,2 launch_application,200,OK,Thread Group 1-4,text,true,,1757,406,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,343,0,0
1636008618619,1011,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,2777,921,5,5,null,0,3011,0
1636008621629,659,11 logout,200,OK,Thread Group 1-2,text,true,,1026,518,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,654,0,306
1636008622289,352,12 logout,200,OK,Thread Group 1-2,text,true,,1751,403,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,352,0,0
1636008622643,0,Debug Sampler,200,OK,Thread Group 1-2,text,true,,554,0,5,5,null,0,0,0
1636008619626,1082,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2783,799,5,5,null,0,3011,0
1636008622635,696,1 launch_application,200,OK,Thread Group 1-5,text,true,,1026,393,5,5,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,690,0,305
1636008623332,386,2 launch_application,200,OK,Thread Group 1-5,text,true,,1757,406,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,373,0,0
1636008619626,1415,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,3755,1606,5,6,null,0,3011,0
1636008622635,690,3 login,200,OK,Thread Group 1-3,text,true,,848,597,5,5,http://18.221.250.120:1080/cgi-bin/login.pl,653,0,305
1636008623326,386,4 login,200,OK,Thread Group 1-3,text,true,,1749,507,5,5,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,345,0,0
1636008623712,339,5 login,200,OK,Thread Group 1-3,text,true,,1158,502,5,6,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,334,0,0
1636008621223,990,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2779,799,5,6,null,0,3010,0
1636008624233,615,1 launch_application,200,OK,Thread Group 1-1,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,609,0,279
1636008624848,375,2 launch_application,200,OK,Thread Group 1-1,text,true,,1753,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,327,0,0
1636008621567,1362,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,3751,1603,5,6,null,0,3008,0
1636008624575,656,3 login,200,OK,Thread Group 1-4,text,true,,844,602,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,648,0,301
1636008625231,367,4 login,200,OK,Thread Group 1-4,text,true,,1749,503,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,344,0,0
1636008625598,339,5 login,200,OK,Thread Group 1-4,text,true,,1158,498,5,6,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,339,0,0
1636008622643,1003,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,2781,799,5,6,null,0,3004,0
1636008625646,632,1 launch_application,200,OK,Thread Group 1-2,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,626,0,299
1636008626279,371,2 launch_application,200,OK,Thread Group 1-2,text,true,,1755,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,335,0,0
1636008623721,666,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-5,,false,,693,602,5,6,null,0,2999,0
1636008626720,666,3 login,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /User password was correct /,693,602,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,654,0,321
1636008624052,1342,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7113,1570,5,6,null,0,3004,0
1636008627056,648,6 click_flights,200,OK,Thread Group 1-3,text,true,,844,521,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,642,0,310
1636008627704,343,7 click_flights,200,OK,Thread Group 1-3,text,true,,1749,524,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,337,0,0
1636008628047,351,8 click_flights,200,OK,Thread Group 1-3,text,true,,4520,525,5,6,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,347,0,0
1636008625223,663,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-1,,false,,693,598,5,6,null,0,3012,0
1636008628235,663,3 login,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /User password was correct /,693,598,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,657,0,314
1636008625937,1386,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,7113,1558,5,6,null,0,3011,0
1636008628948,649,6 click_flights,200,OK,Thread Group 1-4,text,true,,844,517,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,637,0,301
1636008629597,339,7 click_flights,200,OK,Thread Group 1-4,text,true,,1749,520,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,333,0,0
1636008629936,398,8 click_flights,200,OK,Thread Group 1-4,text,true,,4520,521,5,6,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,357,0,0
1636008626650,679,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-2,,false,,693,600,5,6,null,0,3011,0
1636008629661,679,3 login,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /User password was correct /,693,600,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,668,0,287
1636008627387,1024,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2779,799,5,6,null,0,3004,0
1636008630390,666,1 launch_application,200,OK,Thread Group 1-5,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,665,0,305
1636008631057,358,2 launch_application,200,OK,Thread Group 1-5,text,true,,1753,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,358,0,0
1636008628399,1024,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,2780,925,5,6,null,0,3015,0
1636008631413,683,11 logout,200,OK,Thread Group 1-3,text,true,,1026,522,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,676,0,350
1636008632097,341,12 logout,200,OK,Thread Group 1-3,text,true,,1754,403,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,336,0,0
1636008632438,1,Debug Sampler,200,OK,Thread Group 1-3,text,true,,541,0,5,6,null,0,0,0
1636008628899,1040,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2780,799,5,6,null,0,3015,0
1636008631913,671,1 launch_application,200,OK,Thread Group 1-1,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,659,0,311
1636008632585,369,2 launch_application,200,OK,Thread Group 1-1,text,true,,1754,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,365,0,0
1636008630334,1054,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2777,921,5,6,null,0,3006,0
1636008633339,680,11 logout,200,OK,Thread Group 1-4,text,true,,1026,518,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,641,0,293
1636008634021,374,12 logout,200,OK,Thread Group 1-4,text,true,,1751,403,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,352,0,0
1636008634395,1,Debug Sampler,200,OK,Thread Group 1-4,text,true,,554,0,5,6,null,0,0,0
1636008630341,1049,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,2777,799,5,6,null,0,3016,0
1636008633355,674,1 launch_application,200,OK,Thread Group 1-2,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,664,0,295
1636008634031,375,2 launch_application,200,OK,Thread Group 1-2,text,true,,1751,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,370,0,0
1636008631415,1415,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,3751,1599,5,6,null,0,3010,0
1636008634424,703,3 login,200,OK,Thread Group 1-5,text,true,,844,598,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,703,0,346
1636008635128,359,4 login,200,OK,Thread Group 1-5,text,true,,1749,503,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,359,0,0
1636008635488,353,5 login,200,OK,Thread Group 1-5,text,true,,1158,498,5,6,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,353,0,0
1636008632442,1004,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,2781,799,5,6,null,0,3011,0
1636008635453,679,1 launch_application,200,OK,Thread Group 1-3,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,673,0,318
1636008636133,325,2 launch_application,200,OK,Thread Group 1-3,text,true,,1755,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,319,0,0
1636008632955,649,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-1,,false,,693,599,5,6,null,0,3010,0
1636008635966,649,3 login,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /User password was correct /,693,599,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,643,0,307
1636008634407,684,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-2,,false,,693,596,5,6,null,0,3013,0
1636008637420,684,3 login,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /User password was correct /,693,596,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,677,0,291
1636008634397,1052,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2782,799,5,6,null,0,3008,0
1636008637405,699,1 launch_application,200,OK,Thread Group 1-4,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,698,0,300
1636008638104,353,2 launch_application,200,OK,Thread Group 1-4,text,true,,1756,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,345,0,0
1636008636458,655,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-3,,false,,693,600,5,6,null,0,3008,0
1636008639465,655,3 login,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /User password was correct /,693,600,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,649,0,310
1636008635842,1357,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,7113,1558,5,6,null,0,3004,0
1636008638846,652,6 click_flights,200,OK,Thread Group 1-5,text,true,,844,517,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,646,0,307
1636008639497,340,7 click_flights,200,OK,Thread Group 1-5,text,true,,1749,520,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,340,0,0
1636008639837,365,8 click_flights,200,OK,Thread Group 1-5,text,true,,4520,521,5,6,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,360,0,0
1636008636616,1028,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2774,799,5,6,null,0,3008,0
1636008639621,680,1 launch_application,200,OK,Thread Group 1-1,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,673,0,343
1636008640302,348,2 launch_application,200,OK,Thread Group 1-1,text,true,,1748,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,328,0,0
1636008638104,1170,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,2782,799,5,6,null,0,3005,0
1636008641106,698,1 launch_application,200,OK,Thread Group 1-2,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,692,0,313
1636008641805,472,2 launch_application,200,OK,Thread Group 1-2,text,true,,1756,406,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,436,0,0
1636008638457,1579,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,3755,1609,5,6,null,0,3007,0
1636008641461,816,3 login,200,OK,Thread Group 1-4,text,true,,848,600,5,6,http://18.221.250.120:1080/cgi-bin/login.pl,785,0,317
1636008642278,394,4 login,200,OK,Thread Group 1-4,text,true,,1749,507,5,6,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,388,0,0
1636008642673,369,5 login,200,OK,Thread Group 1-4,text,true,,1158,502,5,6,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,336,0,0
1636008640120,952,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,2780,799,5,7,null,0,3016,0
1636008643135,627,1 launch_application,200,OK,Thread Group 1-3,text,true,,1026,393,5,6,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,627,0,285
1636008643762,325,2 launch_application,200,OK,Thread Group 1-3,text,true,,1754,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,320,0,0
1636008640202,970,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2780,921,5,7,null,0,3011,0
1636008643212,645,11 logout,200,OK,Thread Group 1-5,text,true,,1026,518,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,645,0,310
1636008643858,325,12 logout,200,OK,Thread Group 1-5,text,true,,1754,403,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,318,0,0
1636008644183,0,Debug Sampler,200,OK,Thread Group 1-5,text,true,,542,0,5,7,null,0,0,0
1636008640651,1329,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-1,,true,,3751,1594,5,7,null,0,3015,0
1636008643665,653,3 login,200,OK,Thread Group 1-1,text,true,,844,593,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,643,0,306
1636008644318,339,4 login,200,OK,Thread Group 1-1,text,true,,1749,503,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,339,0,0
1636008644658,337,5 login,200,OK,Thread Group 1-1,text,true,,1158,498,5,7,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,332,0,0
1636008642278,664,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-2,,false,,693,601,5,7,null,0,3013,0
1636008645291,664,3 login,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /User password was correct /,693,601,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,652,0,324
1636008643042,1327,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,7113,1570,5,7,null,0,3013,0
1636008646054,638,6 click_flights,200,OK,Thread Group 1-4,text,true,,844,521,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,637,0,307
1636008646692,345,7 click_flights,200,OK,Thread Group 1-4,text,true,,1749,524,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,345,0,0
1636008647038,344,8 click_flights,200,OK,Thread Group 1-4,text,true,,4520,525,5,7,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,338,0,0
1636008644088,742,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-3,,false,,693,599,5,7,null,0,3005,0
1636008647093,742,3 login,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /User password was correct /,693,599,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,702,0,341
1636008644184,988,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2781,799,5,7,null,0,3005,0
1636008647188,647,1 launch_application,200,OK,Thread Group 1-5,text,true,,1026,393,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,641,0,294
1636008647836,341,2 launch_application,200,OK,Thread Group 1-5,text,true,,1755,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,335,0,0
1636008644995,1380,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-1,,true,,7113,1558,5,7,null,0,3014,0
1636008648007,663,6 click_flights,200,OK,Thread Group 1-1,text,true,,844,517,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,657,0,288
1636008648670,365,7 click_flights,200,OK,Thread Group 1-1,text,true,,1749,520,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,361,0,0
1636008649036,352,8 click_flights,200,OK,Thread Group 1-1,text,true,,4520,521,5,7,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,347,0,0
1636008645955,991,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,2779,799,5,7,null,0,3007,0
1636008648961,639,1 launch_application,200,OK,Thread Group 1-2,text,true,,1026,393,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,627,0,302
1636008649601,352,2 launch_application,200,OK,Thread Group 1-2,text,true,,1753,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,350,0,0
1636008647382,1016,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2783,925,5,7,null,0,3009,0
1636008650389,657,11 logout,200,OK,Thread Group 1-4,text,true,,1026,522,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,656,0,300
1636008651047,359,12 logout,200,OK,Thread Group 1-4,text,true,,1757,403,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,359,0,0
1636008651407,0,Debug Sampler,200,OK,Thread Group 1-4,text,true,,550,0,5,7,null,0,0,0
1636008647836,1083,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,2783,799,5,7,null,0,3016,0
1636008650851,681,1 launch_application,200,OK,Thread Group 1-3,text,true,,1026,393,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,676,0,304
1636008651533,402,2 launch_application,200,OK,Thread Group 1-3,text,true,,1757,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,396,0,0
1636008648177,1495,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,3755,1608,5,7,null,0,3017,0
1636008651193,736,3 login,200,OK,Thread Group 1-5,text,true,,848,599,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,695,0,335
1636008651930,378,4 login,200,OK,Thread Group 1-5,text,true,,1749,507,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,365,0,0
1636008652308,381,5 login,200,OK,Thread Group 1-5,text,true,,1158,502,5,7,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,335,0,0
1636008649389,971,11 logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2782,921,5,7,null,0,3010,0
1636008652398,633,11 logout,200,OK,Thread Group 1-1,text,true,,1026,518,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,628,0,297
1636008653032,338,12 logout,200,OK,Thread Group 1-1,text,true,,1756,403,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,325,0,0
1636008653370,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,527,0,5,7,null,0,0,0
1636008649953,1298,3 login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,3751,1599,5,7,null,0,3014,0
1636008652966,631,3 login,200,OK,Thread Group 1-2,text,true,,844,598,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,626,0,286
1636008653598,340,4 login,200,OK,Thread Group 1-2,text,true,,1749,503,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,340,0,0
1636008653938,327,5 login,200,OK,Thread Group 1-2,text,true,,1158,498,5,7,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,321,0,0
1636008651408,1059,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,2779,799,5,7,null,0,3002,0
1636008654410,661,1 launch_application,200,OK,Thread Group 1-4,text,true,,1026,393,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,661,0,292
1636008655071,398,2 launch_application,200,OK,Thread Group 1-4,text,true,,1753,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,340,0,0
1636008651935,624,3 login,200,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-3,,false,,693,602,5,7,null,0,3002,0
1636008654938,624,3 login,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /User password was correct /,693,602,5,7,http://18.221.250.120:1080/cgi-bin/login.pl,623,0,287
1636008652689,1375,6 click_flights,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,7113,1570,5,7,null,0,3011,0
1636008655700,650,6 click_flights,200,OK,Thread Group 1-5,text,true,,844,521,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?page=search,650,0,310
1636008656350,340,7 click_flights,200,OK,Thread Group 1-5,text,true,,1749,524,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=flights,335,0,0
1636008656690,385,8 click_flights,200,OK,Thread Group 1-5,text,true,,4520,525,5,7,http://18.221.250.120:1080/cgi-bin/reservations.pl?page=welcome,375,0,0
1636008653371,1020,1 launch_application,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,2783,799,5,7,null,0,3015,0
1636008656386,683,1 launch_application,200,OK,Thread Group 1-1,text,true,,1026,393,5,7,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,623,0,292
1636008657070,337,2 launch_application,200,OK,Thread Group 1-1,text,true,,1757,406,5,7,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,337,0,0
